PART NO,DESCRIPTION,MRP-Effective April 2022
62SG3008,PIPE_LUB_OIL_DELIVERY,140
62SG3009,PIPE_AIR_INTAKE_MANIFOLD,167
62SG3010,HOSE,1313
62SG3018,HOSE CLOSED BREATHER SYSTEM,818
62SG3020,PIPE,1191
62SG3022,CONNECTION_WATERLINE,86
62SG3025,PIPE,2782
62SG3026,HOSE-CLOSED BREATHER SYSTEM,594
62SG3031,HOSE,477
62SG3041,HOSE,359
62SG3047,PIPE-EGR COOLER TO IMF,2325
62SG3054,PIPE_LUB_OIL_DELIVERY,164
62SG3055,PIPE_LUB OIL DELIVERY,101
62SG4010,HOSE,1004
62SG4012,ELBOW PIPE INLET MANIFOLD - FRONT - SJ4 ENGINES,226
62SG4014,PIPE- LUB. OIL DELIVERY FOR SJ 436 WITH FRONT MOUNTED BALANCER,122
62SG4015,PIPE_OIL_SEPERATOR,251
62SG4042,HOSE,974
62SG4043,HOSE,1098
62SG4046,HOSE - CLOSED BREATHER SYSTEM - FLEET GUARD,1374
62SG4062,ELBOW,164
62SG4063,ELBOW,198
64C10027,O_RING,62
64C10028,O_RING,40
64C10029,O_RING,19
64C10032,O_RING,40
64C20020,O'RING (UNION OIL FILLER BREATHER),17
65C10033,PLUG,17
65C20002,PLUG,12
65C20003,PLUG,11
65C20006,PLUG,31
65C20015,PLUG,28
65C20022,PLUG_PICKUP_SENSOR,54
65C20027,PLUG,20
65DE0005,PLUG,83
65DE0007,PLUG,29
65DE0036,PLUG,25
65DE0051,PLUG_LUB_OIL_PAN_DRAIN,170
65DE0058,PLUG-INDUCTION  MANIFOLD,29
65DE0060,PLUG- LUB OIL SUMP,71
65S30043,PLUG,111
65S30050,PLUG_LUB_OIL_PAN_DRAIN,140
65SG3001,PLUG,13
65SG3004,PLUG_HEATER,294
65SG3009,PLUG,327
65SG3010,PLUG,82
65SG3011,CORE PLUG (16mm),26
65SG3012,PLUG,424
65SG3026,PLUG,168
65SG3028,PLUG,160
65SG4019,PLUG,87
65SG4020,PLUG-HEATER,212
67C10020,PULLEY_CRANKSHAFT,1039
67C10021,PULLEY_WATER_PUMP,891
67C10023,PULLEY_CRANKSHAFT,806
67C20002,PULLEY_CRANKSHAFT,643
67C20009,CRANK PULLEY,2428
67C20015,PULLEY CRANKSHAFT,636
67C20016,PULLY- CRANKSHAFT (12 DEG MARK),462
67C20022,PULLEY_CRANKSHAFT,998
67C20024,PULLEY,2134
67DE0022,PULLEY_ALTERNATOR,509
67DE0076,PULLEY WATER PUMP,1324
67DE0078,PULLEY (TWIN GROOVE),443
67DE0081,PULLEY (SINGLE GROOVE FOR HM),496
67DE0088,PULLEY FAN DRIVE,2252
67DE0093,PULLEY ALTERNATOR,1043
67DE0094,PULLEY_ALTERNATOR,730
67DE0095,PULLEY - FAN DRIVE,2393
67DE0098,PULLEY CRANKSHAFT FOR CATER PILLAR 1000 SERIES,1595
67DE0102,PULLEY_CRANKSHAFT,1780
67DE0104,PULLEY - FAN DRIVE,2429
67DE0105,PULLEY CRANKSHAFT (SPILL TIMING - 25 DEGREE),1620
67DE0106,PULLEY CRANKSHAFT(14.5 DEGREE),2420
67DE0110,PULLEY CRANKSHAFT SPILL TIMING - 15 DEGREE,1740
67DE0111,PULLEY CRANKSHAFT (SPILL TIMING-17?),1740
67DE0112,PULLEY_CRANKSHAFT,1740
67DE0143,PULLEY CRANKSHAFT(SPILL TIMING-10?)FOR TIII A S325-F4 APPLICATIONS,1783
67DE0144,PULLEY CRANKSHAFT(22?),1890
67DE0146,PULLEY_FAN_DRIVE,2560
67DE0148,PULLEY CRANKSHAFT (TWIN GROOVE),2654
67S20053,PULLEY_WATER_PUMP,899
67S20067,PULLEY CR.SHAFT(SEE 31143733),1785
67S20092,PULLEY - CRANKSHAFT  DOUBLE GROOVE,821
67S20100,PULLEY CRANKSHAFT,942
67S20101,PULLEY CRANKSHAFT(20 DEGREE SPILL TIMING),1740
67S30035,PULLEY_WATER_PUMP,1214
67S30062,PULLEY CRABKSHAFT(IMT TYPE -TWIN GROOVE),2890
67S30084,PULLEY CRANKSHAFT(TWIN GROOVE),1572
67S30085,WATER_PUMP_PULLEY,1164
67S30099,PULLEY_CRANKSHAFT,1968
67S30103,PULLEY_CRANKSHAFT,2551
67S30126,PULLEY_AUTO_TENSIONER,560
67S30147,CRANKSHAFT PULLEY (DTVS),1735
67S30150,CRANSHAFT PULLEY(14? SPILL ANGLE),1951
67S30156,PULLEY_CRANKSHAFT,2561
67S30157,PULLEY_CRANKSHAFT,2561
67S30164,CRANK PULLEY(EFF.DIA175.58) SPILL ANGEL 10 DEGREE,2561
67S30171,PULLEY_CRANKSHAFT,2160
67SG3001,PULLEY CRANKSHAFT FOR SJ325 ENGINES SPILL TIMING,1794
67SG3002,PULLEY_CRANKSHAFT,1890
67SG3004,PULLEY_CRANKSHAFT,1740
67SG3005,PULLEY_CRANKSHAFT,1740
67SG3006,PULLEY_CRANKSHAFT,1740
67SG3036,CRANKPULLEY,2621
67SG3041,PULLEY_ALTERNATOR,780
67SG3044,CRANK PULLEY  ( SK004895 ),2985
67SG3049,PULLEY_CRANKSHAFT,1890
67SG3060,PULLEY_CRANKSHAFT,1935
67SG3068,PULLEY_AC_COMPRESSOR,433
67SG4007,PULLEY WATER PUMP,1188
67SG4010,PULLEY_WATER_PUMP,956
67SG4012,PULLEY WATER PUMP,1052
67SG4015,CRANK PULLEY,1620
67SG4017,PULLEY CRANKSHAFT,1974
67SG4020,PULLEY_CRANKSHAFT,2774
67SG4022,PULLEY_CRANKSHAFT,1672
67SG4024,COMPRESSOR PULLEY,768
67SG4025,PULLEY_CRANKSHAFT,3304
67SG4033,PULLEY_CRANKSHAFT,2145
67SG4039,PULLEY CRANKSHAFT,1748
67SG4040,PULLEY CRANKSHAFT,2198
67SG4043,PULLEY CRANK (MULTI GROOVE PULLEY-STANADYNE),2903
67SG4055,CRANKSHAFT PULLEY (3 spill mark),1932
67SG4058,PULLEY_CRANKSHAFT,3230
67SG4070,PULLEY_AC_COMPRESSOR,405
70C20001,PUSH_ROD,93
70C20007,EYE ROD(10X1.5),238
70SG3001,ROD_PUSH,62
72C10018,BOLT,13
72C10028,SETSCREW,5
72C10029,GRUB_SCREW,71
72C20016,GRUB_SCREW,21
72C20024,NUT,39
72DE0023,SETSCREW,10
72S30011,SETSCREW,19
72SG3001,SCREW_ROCKER_LEVER,38
72SG3008,SETSCREW,19
72SG3009,COUNTER_SUNK_HEX _SOCKET_HEAD_SCREW,9
72SG3010,SCREW,26
72SG3011,SCREW,132
72SG3015,BOLT,21
72SG3016,BOLT,26
73C10005,OIL_SEAL_TIMING_CASE_COVER,258
73C10013,SEAL_REAR_END_HOUSING,107
73C20001,SEAL_REAR_END_HOUSING,444
73C20002,OIL_SEAL_TIMING_CASE_COVER,200
73C20003,LOCK NUT,42
73C20004,SEAL_VALVE_STEM,48
73C20007,WATER PUMP SEAL,377
73DE0005,SEAL FPD P SERIES,129
73DE0006,SEAL TIMING CASE COVER,186
73DE0014,OIL_SEAL_REAR_END,697
73DE0015,SEAL TIMING CASE FR.COVER,367
73DE0016,SEAL_VALVE_STEM,55
73DE0019,SEAL_REAR_END_HOUSING,2494
73DE0034,SEAL VALVE STEM,60
73DE0036,SEAL_REAR_END_HOUSING,1742
73DE0037,O RING - WATER TEMPERATURE SENSOR,21
73S30025,O_RING,15
73SG3001,SEAL_VALVE_STEM,64
73SG3005,O_RING,21
73SG3006,`O'RING LUB.OIL DIPSTICK,10
73SG3014,SEAL_COMMON_RAIL_INJECTOR,28
73SG4010,SEAL_VALVE_COVER,49
74C10051,BOLT,10
74C10052,BOLT,8
74C10057,SETSCREW,6
74C10101,SETSCREW,52
74C10102,SETSCREW,5
74C10105,BOLT_GOVERNOR_PLATE,6
74C20001,BOLT_CONNECTING_ROD,48
74C20002,BOLT,17
74C20004,BOLT,16
74C20005,SETSCREW,14
74C20007,BOLT,13
74C20008,BOLT,9
74C20011,BOLT,91
74C20016,BOLT,85
74C20017,BOLT,35
74C20018,BOLT,6
74C20019,BOLT,11
74C20021,BOLT,11
74C20023,BOLT,15
74C20024,BOLT,12
74C20025,BOLT,10
74C20031,BOLT - STARTER MOTOR,25
74C20032,BOLT,11
74C20033,BOLTS - GOVERNOR ADJUSTING (M6X1),11
74C20038,BOLT,15
74C20039,BOLT,8
74C20064,BOLT,104
74C20065,BOLT,105
74C20066,BOLT,129
74C20078,SETSCREW,13
74C20092,FLANGE BOLT (M8 X 1.25),17
74C20094,BOLT,46
74C20095,BOLT,53
74C20103,BOLT,83
74DE0001,SETSCREW ENGINE REAR LIFTING PLATE,17
74DE0003,SETSCREW STARTER MOTOR TO FLYWHEEL HSG.,21
74DE0020,SETSCREW CR PULLEY RETG P3,206
74DE0069,S.SCREW - PACKING BKT TO SUMP,82
74DE0091,BOLT CYLINDER HEAD,50
74DE0131,SETSCREW,36
74DE0193,SCREW(FLANGED TYPE),13
74DE0203,BOLT,43
74DE0214,SETSCREW,38
74DE0216,BOLT,75
74DE0218,SETSCREW,15
74DE0219,SETSCREW ROCKERSHAFT BRACKET TO HEAD(M8X1.25X60LG REF.SKCH3183),15
74DE0220,PLUG,41
74DE0226,SETSCREW-TACHO DRIVE HSG.,12
74DE0227,BOLT,24
74DE0228,BOLT,257
74DE0239,SCREW,40
74DE0249,SCREW,20
74DE0250,BOLT,77
74DE0252,BOLT,112
74DE0254,SCREW,48
74DE0255,SCREW,50
74DE0257,SCREW,10
74DE0294,BOLT,21
74DE0295,FLANGED BOLT - INLET M/F TO CYL HEAD,9
74DE0332,BOLT,436
74DE0844,SETSCREW,8
74S20140,BOLT,31
74S20141,SCREW,6
74S20142,SCREW,8
74S20232,BOLT,299
74S20233,BOLT,413
74S30116,S.SCREW SUMP TO BLOCK - CH3183,39
74S30118,BOLT,32
74S30120,S.SCREW W/OUTLET BODY - CH.3184,18
74S30121,SETSCREW,9
74S30122,SCREW,94
74S30123,S.SCREW W/PUMP BODY TO T/C - CH3183,17
74S30127,SETSCREW,26
74S30145,BOLT,46
74S30147,S.SCREW FRT.& RR.MTG.BKT.-CH.3185,31
74S30166,BOLT,17
74S30177,SCREW,18
74S30179,SETSCREW,31
74S30230,SETSCREW T/CASE COVER TO T/CASE,10
74S30242,SETSCREW - SUMP TO CYLINDER BLOCK - M8X1.25P,10
74S30247,SET SCREW BRACKET HYDURALIC PUMP TO HOUSING,27
74S30262,BOLT,21
74S30265,BOLT,11
74S30274,BOLT,15
74S30306,SETSCREW,26
74S30308,SETSCREW,14
74S30309,SETSCREW,16
74S30310,SETSCREW,19
74S30311,BOLT,33
74S30312,SETSCREW,14
74S30313,SETSCREW,15
74S30314,BOLT,26
74S30317,SETSCREW,8
74S30336,SETSCREW_HEXAGONAL_SOCKET,12
74SG3001,BOLT,103
74SG3002,BOLT,74
74SG3021,BOLT,92
74SG3023,BOLT,113
74SG3025,CONNECTING ROD BOLTS FOR SJV326 ENGINE,37
74SG3026,SETSCREW,23
74SG3027,SETSCREW,5
74SG3029,SETSCREW,8
74SG3035,BOLT,18
74SG3036,BOLT,24
74SG3037,BOLT,36
74SG3038,BOLT FLYWHEEL TO CRANKSHAFT,46
74SG3039,BOLT,11
74SG3040,SETSCREW,9
74SG3041,BOLT (M8*1.25*30)-8.8 ALTERNATOR LEVER TO ALTERNATOR,11
74SG3042,BOLT,16
74SG3043,BOLT,20
74SG3044,BOLT,24
74SG3045,BOLT,39
74SG3046,SETSCREW,5
74SG3047,BOLT,15
74SG3048,SETSCREW,16
74SG3049,BOLT,10
74SG3050,SCREW,25
74SG3051,BOLT,14
74SG3052,SETSCREW,15
74SG3053,BOLT,26
74SG3054,BOLT CRANK PULLEY TO CRANKSHAFT,46
74SG3055,BOLT,15
74SG3056,SETSCREW,5
74SG3058,BOLT,19
74SG3059,BOLT,23
74SG3062,SETSCREW,24
74SG3071,SETSCREW,11
74SG3072,SETSCREW,11
74SG3073,SETSCREW,9
74SG3074,SETSCREW,10
74SG3075,BOLT,23
74SG3076,BOLT,17
74SG3077,BOLT,21
74SG3078,SETSCREW,8
74SG3079,SETSCREW,10
74SG3081,SETSCREW,8
74SG3082,SETSCREW,5
74SG3083,SETSCREW,11
74SG3084,SETSCREW,21
74SG3086,SETSCREW,20
74SG3087,SETSCREW,47
74SG3091,BOLT,28
74SG3092,BOLT,20
74SG3094,BOLT,17
74SG3095,BOLT,19
74SG3100,BOLT,20
74SG3107,SETSCREW,24
74SG4008,SETSCREW - SUMP TO BLOCK,24
74SG4011,SETSCREW(M10X1.5) - BALANCER BODY TO BLOCK,164
74SG4018,BOLT,92
74SG4065,BOLT,13
74SG4067,BOLT,30
74SG4068,BOLT,16
74SG4069,BOLT,14
74SG4070,BOLT,20
75C10006,BALANCER_SHAFT_ENGINE,3005
75C20003,BALANCER_SHAFT_ENGINE,2193
75C20024,BALANCER_SHAFT_ENGINE,5033
75S20033,SHAFT ROCKER,335
75SG3001,SHAFT_ROCKER,666
75SG4002,SHAFT ROCKER(SJ436),831
76C20002,SHIM,9
76C20003,SHIM (0.3mm) - FIP(QUANTITY-AS REQUIRED),6
76C20004,SHIM,6
76C20005,SHIM,5
76C20008,SHIMS (F.I.P - 0.15 mm THICK),6
77C20010,SLEEVE - ALTERNATOR,33
77SG3001,SLEEVE - CYL. HEAD COVER,9
77SG3004,SLEEVE CYLINDER HEAD COVER(SJ327),8
77SG4003,SLEEVE CYLINDER HEAD COVER(SJ436),9
78C20004,SPRING_VALVE,63
78C20005,WASHER,21
78DE0010,SPRING BREATHER HOSE,59
78DE0011,VALVE-SPRING,75
78DE0013,COIL SPRING_BREATHER EXTENSION PIPE,183
78SG3001,SPRING_VALVE,47
78SG3003,SPRING_ROCKER_SHAFT,25
79DE0001,SPROCKET,1111
82C10009,STUD,49
82C10011,STUD,193
82C10012,STUD,18
82C10013,STUD-M10X1.5(SKCH 3957),23
82C10014,STUD,38
82C10015,STUD,18
82C10016,STUD,15
82C10017,STUD-M8X1.25(SKCH 3957),25
82C10018,STUD-M8X1.25(SKCH 3957),19
82C10019,STUD,17
82C10020,STUD-M8X1.25(SKCH 3957),32
82C10021,STUD,21
82C10022,STUD,16
82C10023,STUD-M6X1 (SKCH 3957),12
82C10024,STUD-M6X1-SKCH3957,18
82C10025,STUD-M6X1(SKCH 3957),11
82C10027,INTAKE EGR-M6,13
82C10028,EGR VALVE MOUNTING-M8,18
82C10029,WATER PUMP-M6,12
82C10032,STUD,19
82C10033,STUD- FIP MOUNTING,25
82C10037,STUD,30
82C10038,STUD,13
82C10039,STUD,15
82C10040,STUD,17
82C20002,STUD,38
82C20003,STUD,7
82C20004,STUD,10
82C20007,STUDS - REAR OILSEAL HOUSING (M8X1.25),9
82C20008,STUD,11
82C20030,STUD,8
82C20031,STUD,9
82DE0004,STUD EXH M/F OUTLET FLANGE,13
82DE0020,STUD CYL HEAD TO ROCKERSHAFT BRACKET,29
82DE0034,STUD,23
82DE0038,STUD CYL HEAD TO WATER MANIFOLD,10
82DE0083,STUD,20
82DE0084,STUD,43
82DE0104,STUD,24
82DE0112,STUD,33
82DE0141,STUD,47
82S20071,STUD,17
82S20114,STUD,20
82S30060,STUD CYL. BLOCK TO SUMP FRONT.-CH3189,10
82S30061,STUD T/C TO SUMP - CH 3189,12
82S30063,STUD,18
82S30064,STUD- EXTN. PIPE SUPPORT CLIP TO T/C/C,9
82S30066,STUD,27
82S30098,STUD,146
82S30106,STUD,13
82S30107,STUD,35
82S30108,STUD,19
82S30109,STUD,20
82S30111,STUD,17
82S30115,STUD,9
82S30116,STUD (FRONT MTG SUPPORT BRACKET),31
82S30117,STUD,29
82S30118,STUD,57
82S30122,STUD - TIMING CASE TO SUMP,29
82S30123,STUD,14
82S30124,STUD (M6)- FEED PUMP BLANKING,9
82S30125,STUD,14
82S30126,STUD,23
82S30127,STUD,152
82S30131,STUD,27
82S30134,STUD,40
82S30138,STUD,17
82S30143,STUD,23
82SG3001,STUD,19
82SG3002,STUD,11
82SG3003,STUD (M8*1.25*54)-8.8 INTAKE ELBOW TO GRID HEATER,13
82SG3005,STUD,8
82SG3007,STUD (M8*1.25*60)-8.8 INTAKE MANIFOLD TO CYL HEAD,15
82SG3008,STUD,26
82SG3009,STUD,11
82SG3011,STUD,58
82SG3012,STUD,21
82SG3017,SPECIAL_STUD_EXHAUST_TO_TURBO,15
82SG3018,STUD,15
82SG3026,STUD,21
82SG3033,STUD_LIFTING_HOOK_FRONT,22
82SG3035,STUD_INTAKE_MANIFOLD_TO_FILTER_BRACKET,26
82SG4003,STUD - M10,40
82SG4004,STUD,88
82SG4005,STUD TURBOCHARGER TO EXHAUST MANIFOLD,10
82SG4010,STUD,25
82SG4014,STUD,19
82SG4015,STUD,21
82SG4016,STUD,33
82SG4019,STUD,27
82SG4021,STUD,31
83C20005,PAN_LUB_OIL,15617
83DE0102,SUMP LUB.OIL,17898
83S20059,SUMP,17984
83S20081,SUMP LUB.OIL,8963
83S20098,SUMP - LUB.OIL FOR CUMMINS - ALUMINIUM,5428
83S30076,SUMP LUB OIL,9492
83S30085,SUMP L.O.FOR TAFE EXPORT - 83S30056,18815
83S30092,SUMP LUB. OIL FOR ITL,16824
83S30097,PAN_LUB_OIL,7510
83S30099,PAN_LUB_OIL,20496
83S30101,PAN_LUB_OIL,19728
83S30103,PAN_LUB_OIL,18320
83S30108,SUMP- LUB OIL FOR  TAFE RADICAL 42 TRACTORS,18460
83S30119,PAN_LUB_OIL,21640
83S30125,PAN_LUB_OIL,19781
83S30128,PAN_LUB_OIL,20833
83S30129,SUMP-LUB OIL,20000
83S30135,PAN_LUB_OIL,15840
83SG3004,PAN_LUB_OIL,20683
83SG3005,PAN_LUB_OIL,22739
83SG3018,PAN_LUB_OIL,22792
83SG3021,PAN_LUB_OIL,15176
83SG3029,PAN_LUB_OIL,7476
83SG3032,LUB.OIL SUMP,9741
83SG3034,PAN_LUB_OIL,19781
83SG3039,PAN_LUB_OIL,23315
83SG3040,PAN_LUB_OIL,33462
83SG3041,PAN_LUB_OIL,23265
83SG3045,PAN_LUB_OIL,19250
83SG4015,SUMP-LUB OIL,22576
83SG4017,SUMP - LUB.OIL,24270
83SG4018,SUMP-LUB OIL,22847
83SG4019,SUMP-LUB OIL,22847
83SG4025,SUMP (TIMING CASE AND SUMP MTG HOLES 5 MM SHIFTED ) (NA WITH M/M/B ENGINE),24508
83SG4026,SUMP (TIMING CASE AND SUMP MTG HOLES 5 MM SHIFTED ) (TC & M/M/B ENGINE),24508
83SG4028,PAN_LUB_OIL,9786
83SG4031,PAN_LUB_OIL,10562
83SG4042,PAN_LUB_OIL,9099
86C20001,VALVE_TAPPET,329
86S30001,TAPPET,207
86SG3001,TAPPET,249
87SG3005,THIMBLE,22
90DE0001,TUBE LUB OIL DIPSTICK,42
90DE0027,TUBE LUB OIL DIPSTICK,123
90S30028,TUBE_DIPSTICK,36
90S30032,TUBE LUB.OIL DIPSTICK,24
90S30034,TUBE_DIPSTICK,40
91C10009,VALVE_EXHAUST,148
91C10010,VALVE_INLET,166
91C20001,VALVE STEM SEAL,37
91C20003,VALVE_EXHAUST,388
91C20004,VALVE_INLET,369
91DE0005,VALVE_INLET,203
91DE0006,VALVE INLET,615
91DE0007,VALVE EXHAUST,369
91SG3003,VALVE_AIR_INTAKE,240
91SG3004,VALVE_EXHAUST,490
92C10037,WASHER MACHINED(M8),22
92C10038,WASHER,84
92C10040,WASHER,33
92C10041,WASHER HARDENED(M12),49
92C10043,WASHER,31
92C10044,WASHER MACHINED (M8),8
92C10045,WASHER,6
92C10047,WASHER MACHINED(M8),41
92C10075,WASHER,38
92C10079,WASHER,9
92C20001,WASHER_THRUST,90
92C20007,WASHER,10
92C20027,WASHER_THRUST,90
92C20029,WASHER,74
92C20033,WASHER,74
92C20068,WASHER M8,17
92C20073,WASHER,28
92DE0003,WASHER,5
92DE0004,WASHER,4
92DE0009,WASHER.,8
92DE0011,WASHER,16
92DE0023,WASHER,5
92DE0027,WASHER_SEALING,11
92DE0035,WASHER NOZZLE SEATING(MICO NO.2439999032,21
92DE0036,WASHER,6
92DE0107,WASHER,14
92DE0173,WASHER_SEALING,32
92DE0174,WASHER,4
92DE0175,WASHER NOZZLE SEATING(S324.1),18
92DE0179,WASHER - CC CAP,4
92DE0180,WASHER - INJECTOR SEALING  (3.5mm THK.) FOR TIII 1004.4 ENGINE(MICO NO: E 043 2109 00),60
92DE0183,WASHER,17
92DE0188,WASHER,3
92DE0873,WASHER_SPRING,4
92S20083,WASHER TAB UPPER IDLER GEAR RETG.,5
92S20086,WASHER BALANCE WEIGHT S/SCREW TAB-R.H.S.,5
92S20087,WASHER BALANCE WEIGHT SETECREW TAB-L.H.S.,5
92S30109,WASHER SUCTION PIPE RETAINING,4
92S30186,INLET BANJO WASHER (DELPHI PART NO : 9007-383A) FOR T III A DELPHI PUMP,17
92S30187,BACK LEAK WASHER (DELPHI PART NO : 9007-392A) FOR T III A DELPHI PUMP,35
92S30192,WASHER,20
92S30193,WASHER,26
92S30194,WASHER,27
92SG3001,WASHER CYL. HEAD COVER,6
92SG3009,SPHERICAL_WASHER_INJECTOR_CLAMP_TIER4,19
92SG3010,WASHER_SPEED_SENSOR,13
92SG3013,WASHER,11
92SG3020,WASHER,53
92SG3021,WASHER,57
92SG4003,WASHER,15
94C20002,PLATE_TACHO_DRIVE_BLANKING,184
94C20004,BRACKET_ENGINE_LIFTING,152
94C20013,PLATE,182
94C20015,PLATE_DUST_COVER,84
94C20020,PLATE,449
94C20036,PLATE_IDLER_GEAR,228
94C20042,PLATE,330
94C20047,PLATE_ENGINE_LIFTING,237
94DE0019,PLATE_TACHO_DRIVE_BLANKING,56
94DE0053,ADAPTOR_FUEL_INJECTION_PUMP,412
94DE0296,TRAY FUEL OIL FILTER,587
94DE0310,PLATE FLYWHEEL HOUSING,99
94DE0312,PLATE INDUCTION MANIFOLD BLANKING,99
94DE0329,PLATE_FLYWHEEL_HOUSING_TIMING_MARK,40
94DE0347,PLATE_LUB_OIL_ADAPTOR_BLANKING,203
94DE0385,PLATE_LUB_OIL_FILLER_BLANKING,120
94S20177,PLATE IDLER GEAR UPPER RETG,40
94S20189,PLATE_WATER_PUMP_BACK,182
94S20194,PLATE_ENGINE_LIFTING,212
94S20327,PLATE ENGINE LIFTING FRONT,207
94S20328,PLATE ENGINE LIFTING REAR,203
94S30155,PLATE_ENGINE_LIFTING,111
94S30156,BRACKET_ENGINE_LIFTING,116
94S30199,PLATE_LUB_OIL_FILLER_BLANKING,92
94S30209,POINTER,120
94S30293,BRACKET ENGINE LIFTING REAR,91
94S30294,COVER TIMER INSPECTION(ON T/C COVER),93
94S30311,BRACKET_ENGINE_LIFTING,122
94S30325,BRACKET_ENGINE_LIFTING,251
94S30326,PLATE_ENGINE_LIFTING,206
94S30366,PLATE_POWER_TAKE_OFF_BLANKING,117
94S30401,PLATE IDLER GEAR RETAINING,123
94S30405,ENGINE FRONT LIFTING HOOK,309
94S30406,PLATE_TACHO_DRIVE_BLANKING,78
94S30471,PLATE_LUB_OIL_FILLER_BLANKING,105
94S30488,TIMING POINTER,77
94S30498,PLATE- ENGINE LIFTING,281
94SG3006,PLATE_POWER_TAKE_OFF_BLANKING,218
94SG3020,PLATE_ENGINE_LIFTING_FRONT,112
94SG3021,PLATE_ENGINE_LIFTING,211
94SG3023,PLATE_ENGINE_LIFTING,203
94SG3038,HOOK_ENGINE_LIFTING,267
94SG3039,HOOK_ENGINE_LIFTING,253
94SG3041,PLATE_FEED_PUMP_BLANKING,79
94SG3094,INSPECTION COVER,266
94SG3097,CRANK PULLEY FRONT PLATE,364
94SG3105,PLATE_TACHO_DRIVE_BLANKING,206
94SG3120,BOTTOM PLATE - HOUSING,411
94SG3122,ADAPTOR PLATE-W/P PULLEY,864
94SG3128,BLANKING PLATE,42
94SG3130,FRONT ENGINE LIFTING PLATE - SJ3,278
94SG3135,POINTER_TIMING,77
94SG3160,PLATE_POWER_TAKE_OFF_BLANKING,192
94SG4127,PLATE- ADAPTOR,4664
94SG4137,PLATE- ADAPTOR,4284
99C10035,ROD_ENGINE_CONNECTING_ASSEMBLY,1440
99C10036,HIGH_PRESSURE_PIPE,223
99C10155,PUMP_OIL_LUBRICATING_ASSEMBLY,2317
99C10198,PUMP_WATER_ASSEMBLY,2313
99C10200,FLYWHEEL_ASSEMBLY,6385
99C10203,LUB_OIL_FILLER_ASSEMBLY,451
99C10223,PIPE_LEAK_OFF_ASSEMBLY,94
99C10231,FLYWHEEL_ASSEMBLY,7115
99C10234,FLYWHEEL_ASSEMBLY,6385
99C20002,ROD_ENGINE_CONNECTING_ASSEMBLY,1847
99C20005,PUMP_WATER_ASSEMBLY,2374
99C20006,CYLINDER HEAD COVER - ASSY ( WITH BREATHER CAP ),804
99C20007,THERMOSTAT,505
99C20009,ASSEMBLY -CYLINDER HEAD,19715
99C20011,PIPE ASSEMBLY-ROCKER SHAFT LUBRICATION,258
99C20013,FLYWHEEL_ASSEMBLY,11113
99C20014,HIGH PRESSURE PIPE LINE 1,180
99C20015,LEVER_ROCKER_ASSEMBLY,1232
99C20019,BREATHER_ASSEMBLY,370
99C20023,HIGH PRESSURE PIPE LINE 2,180
99C20025,PIPE_LUB_OIL_SUCTION,507
99C20026,OIL SUMP ASSEMBLY,2246
99C20030,COVER_TIMING _CASE_ASSEMBLY,4242
99C20038,PIPE ASSEMBLY-FUEL FILTER TO F.I.P,1114
99C20064,TENSIONER ASSEMBLY,1726
99C20067,"ASSY PISTON WITH GUDGEON PIN,CIRCLIP AND LESS RINGS",1734
99C20074,HOSE,430
99C20109,PIPE,621
99C20115,PIPE_FUEL_INJECTOR_1,251
99C20116,PIPE_FUEL_INJECTOR_2,255
99C20119,PAN_LUB_OIL,2358
99C20120,BLOCK_CYLINDER_ASSEMBLY,52365
99C20124,BLOCK_CYLINDER_ASSEMBLY,49946
99C20125,LUB_OIL_FILLER_ASSEMBLY,596
99C20136,PIPE_LEAK_OFF,335
99C20137,PIPE_LEAK_OFF,387
99C20138,HIGH PRESSURE PIPE  1,212
99C20139,HIGH PRESSURE PIPE - 2,215
99C20140,CYLINDER BLOCK ASSEMBLY,52440
99C20141,IDLER GEAR ASSY,6485
99C20146,FLYWHEEL_ASSEMBLY,12267
99C20147,PIPE_ROCKER_SHAFT_OIL_FEED,264
99C20150,ASSEMBLY PISTON RINGS,814
99C20152,COVER_TIMING_CASE_ASSEMBLY,3915
99C20153,LUB_OIL_FILLER_ASSEMBLY,683
99C20154,DIPSTICK ASSY,372
99C20163,PIPE ASSY- TURBO FEED,524
99C20168,FRONT COVER PLATE WITH BREATHER,1641
99C20169,LUB OIL SUMP ASSY,2835
99C20170,PIPE_LEAK_OFF,303
99C20171,FUEL PIPE - FEED PUMP TO FILTER,508
99C20172,FUEL PIPE - FILTER TO FIP,366
99C20193,FLYWHEEL  ASSY   (F/W 40C20010 + RING 41C20010),15957
99C20194,PIPE,837
99C20218, PIPE ASSY- FEED TO FUEL FILTER (20 KVA),498
99C20219,PIPE ASSY- FUEL FILTER TO FIP (20 KVA),508
99C20281,FLYWHEEL_ASSEMBLY,15824
99C20286,FLYWHEEL_ASSEMBLY,11015
99C20290,BLOCK_CYLINDER_ASSEMBLY,63250
99C20410,BREATHER_ASSEMBLY,353
99DE0005,CABLE STARTER MOTOR TO EARTH ASSEMBLY,354
99DE0088,PIPE ASSEMBLY ATOM.LEAK OFF TO FILTER,107
99DE0089,PIPE FUEL FILTER OVER FLOW,210
99DE0094,MANIFOLD INLET(VENTURI ASSEMBLY),3502
99DE0120,WATER INLET MANIFOLD,411
99DE0121,ASSY.CR.SHAFT REAR END COVER,591
99DE0203,PIPE_FUEL_INJECTOR_1,270
